"bioID","firstName","middleName","lastName","fullGivenName","nameSuffix","nameNick","pos","height","weight","college","birthDate","birthCity","birthState","birthCountry","highSchool","hsCity","hsState","hsCountry","deathDate","race"
"mckinca01","Carlton","B.","McKinney","","","","G","76","190","SMU","1964-10-21","San Diego","CA","USA","Nixon","Nixon","TX","USA","0000-00-00","B"
"mckinho01","Horace","Albert","McKinney","","","Bones","F-C","78","185","North Carolina","1919-01-01","Lowlands","NC","USA","Durham","Durham","NC","USA","1997-05-16","W"
"mclemmc01","McCoy","","McLemore","","Jr.","Mac","F-C","79","230","Drake","1942-04-03","Houston","TX","USA","Jack Yates","Houston","TX","USA","2009-04-29","B"
"mcleoge01","George","L.","McLeod","","","","F","77","200","TCU","1931-01-03","(ht) Houston","TX","USA","","","","","0000-00-00","W"
"mcleoke01","Keith","","McLeod","","","","G","74","190","Bowling Green","1979-11-05","Canton","OH","USA","McKinley","Canton","OH","USA","0000-00-00","B"
"mcleoro01","Roshown","","McLeod","","","","F","80","221","Duke","1975-11-17","Jersey City","NJ","USA","St. Anthony's","Jersey City","NJ","USA","0000-00-00","B"
"mcmilsh01","Shellie","","McMillon","","Jr.","","F","77","205","Bradley","1936-03-11","Chicago","IL","USA","DuSable","Chicago","IL","USA","1980-07-11","B"
"mcnamma01","Mark","Robert","McNamara","","","","C-F","83","235","California","1959-06-08","San Jose","CA","USA","Del Mar","San Jose","CA","USA","0000-00-00","W"
"mcneila01","Larry","B.","McNeill","","","The Hawk","F-C","81","195","Marquette","1951-01-31","Hoke","NC","USA","Westinghouse","New York","NY","USA","2004-12-29","B"
"mcnulca01","Carl","Edwin","McNulty","","","","G","75","185","Purdue","1930-02-14","","","","Washington Township","Washington Township","IN","USA","0000-00-00","W"
"mcpipro01","Roy","","McPipe","","","","G","75","205","Eastern Montana","1950-05-05","Hammond","IN","USA","Hammond","Hammond","IN","USA","0000-00-00","B"
"mcqueco01","Cozell","","McQueen","","","Co","F","83","235","North Carolina State","1962-01-18","Paris","","FRA","Bennettsville","Bennettsville","SC","USA","0000-00-00","B"
"mcreyth01","Thales","Alford","McReynolds","","","","G","75","185","Miles","1943-06-08","Birmingham","AL","USA","A.H. Parker","Birmingham","AL","USA","1988-06-30","B"
"mcwiler01","Eric","Lee","McWilliams","","","","F","80","200","Long Beach State","1950-04-18","Denver","CO","USA","Muir","Pasadena","CA","USA","0000-00-00","B"
"mearnge01","George","","Mearns","","","","F","75","175","Rhode Island","1922-04-18","","","","Westerly","Westerly","RI","USA","1997-12-27","W"
"medvest01","Stanislav","","Medvedenko","","","Slava","F","81","207","Kiev Institute of Physical Culture","1979-04-04","Karapyshi, Kyivska Oblast","","UKR","","","","","0000-00-00","W"
"meelycl01","Cliff","","Meely","","","","F-C","80","215","Colorado","1947-07-10","Rosedale","MS","USA","Northwestern","Sterling","CO","USA","0000-00-00","B"
"meentsc01","Scott","E.","Meents","","","","F","82","225","Illinois","1964-01-04","Kankakee","IL","USA","Herscher","Herscher","IL","USA","0000-00-00","W"
"meinhca01","Carl","Marvin","Meinhold","","","Red","G-F","74","185","LIU","1926-03-29","","","","Hazleton","Hazleton","PA","USA","0000-00-00","W"
"melchga01","Gary","Dennis","Melchionni","","","","G","74","180","Duke","1951-01-19","Camden","NJ","USA","Bishop Eustace","Pennsauken","NJ","USA","0000-00-00","W"
"meminde01","Dean","P.","Meminger","","","The Dream","G","72","175","Marquette","1948-05-13","Walterboro","SC","USA","Rice","New York","NY","USA","0000-00-00","B"
"mendemu01","Murray","","Mendenhall","","Jr.","Bud","G","70","155","Indiana","0000-00-00","","","","Central","Fort Wayne","IN","USA","0000-00-00","W"
"mengejo01","John","P.","Mengelt","","","Crash","G","74","195","Auburn","1949-10-16","Lacrosse","WI","USA","Wilkie","Elwood","IN","USA","0000-00-00","W"
"meriwjo01","Joe","C.","Meriweather","","","Joe C.","C-F","82","215","Southern Illinois","1953-10-26","Phenix City","AL","USA","Central","Phenix City","AL","USA","0000-00-00","B"
"meriwpo01","Porter","Louis","Meriwether","","","","G","74","180","Tennessee State","1940-03-16","","","","Lincoln","Evansville","IN","USA","2009-11-13","B"
"meyerlo01","Loren","Henry","Meyer","","","","C","82","257","Iowa State","1972-12-30","Emmetsburg","IA","USA","Ruthven-Ayrshire","Ruthven","IA","USA","0000-00-00","W"
"michela01","Larry","Wayne","Micheaux","","","","F","81","220","Houston","1960-03-24","Houston","TX","USA","Worthing","Houston","TX","USA","0000-00-00","B"
"mikange01","George","Lawrence","Mikan","","Jr.","Mr. Basketball","C","82","230","DePaul","1924-06-18","Joliet","IL","USA","Joliet Catholic / Quigley Prep","Joliet / Chicago","IL","USA","2005-06-01","W"
"milesaa01","Aaron","Marquez","Miles","","","","G","73","175","Kansas","1983-04-13","Portland","OR","USA","Thomas Jefferson","Portland","OR","USA","0000-00-00","B"
"milesda01","Darius","LaVar","Miles","","","","F","81","202","none","1981-10-09","Belleville","IL","USA","East St. Louis","East St. Louis","MO","USA","0000-00-00","B"
"milicda01","Darko","","Milicic","","","","F-C","84","245","none","1985-06-20","Novi Sad","","SRB","Hemiska","Novi Sad","","SRB","0000-00-00","W"
"milicma01","Marko","","Milic","","","","G-F","78","235","none","1977-05-07","Kranj","","SLV","Kranj","Kranj","","SLV","0000-00-00","W"
"millean01","Anthony","","Miller","","","Pig","F","81","225","Michigan State","1971-10-22","Benton Harbor","MI","USA","Benton Harbor","Benton Harbor","MI","USA","0000-00-00","B"
"millean02","Andre","Lloyd","Miller","","","","G","74","200","Utah","1976-03-19","Los Angeles","CA","USA","Verbum Dei","Los Angeles","CA","USA","0000-00-00","B"
"milleha01","Harry","David","Miller","","","Moose","C-F","76","210","North Carolina","1923-07-28","Brooklyn","NY","USA","Seton Hall Prep","West Orange","NJ","USA","2007-04-18","W"
"milleja01","Jay","Julian","Miller","","","Jay Jay","F","77","205","Notre Dame","1943-07-19","St. Louis","MO","USA","Goshen","Goshen","IN","USA","2001-04-05","W"
"milleol01","Oliver","J.","Miller","","","Big O","C-F","81","280","Arkansas","1970-04-06","Fort Worth","TX","USA","Southwest","Fort Worth","TX","USA","0000-00-00","B"
"millsjo01","John","","Mills","","","Long John","C-F","80","203","Western Kentucky","1919-09-07","","","","","","","","1995-08-25","W"
"millspa01","Paul","","Millsap","","","","F","80","245","Louisiana Tech","1985-02-10","Monroe","LA","USA","Grambling","Grambling","LA","USA","0000-00-00","B"
"millste01","Terry","Richard","Mills","","","T","F","82","230","Michigan","1967-12-21","Romulus","MI","USA","Romulus","Romulus","MI","USA","0000-00-00","B"
"minerha01","Harold","David","Miner","","","Baby Jordan","G","77","210","USC","1971-05-05","Inglewood","CA","USA","Inglewood","Inglewood","CA","USA","0000-00-00","B"
"minnidi01","Dirk","DeWayne","Minniefield","","","","G","75","180","Kentucky","1961-01-17","Lexington","KY","USA","Lafayette","Lexington","KY","USA","0000-00-00","B"
"minorgr01","Greg","Magado","Minor","","","","G-F","78","210","Louisville","1971-09-18","Sandersville","GA","USA","Washington County","Sandersville","GA","USA","0000-00-00","B"
"minorma01","Mark","William","Minor","","","","F","78","210","Ohio State","1950-05-14","","","","Solon","Solon","OH","USA","0000-00-00","W"
"miskija01","Jason","Oliver","Miskiri","","","","G","74","175","George Mason","1975-08-19","Georgetown","","GUY","Montgomery Blair","Silver Spring","MD","USA","0000-00-00","B"
"mitchle01","Leland","","Mitchell","","","","G","76","210","Mississippi State","1941-02-22","Kiln","MS","USA","Kiln","Kiln","MS","USA","0000-00-00","W"
"mitchmu01","Murray","C.","Mitchell","","","","C","78","0","Sam Houston State","1923-03-19","","","","Huntsville","Huntsville","TX","USA","0000-00-00","W"
"moblecu01","Cuttino","Rashawn","Mobley","","","Cat","G","76","190","Rhode Island","1974-09-01","Philadelphia","PA","USA","Cardinal Dougherty / Maine Central Inst.","Philadelphia / Pittsfield","PA / ME","USA","0000-00-00","B"
"mobleer01","Eric","","Mobley","","","E. Mo","C","83","235","Pittsburgh","1970-02-01","Bronx","NY","USA","Salesian / Evander Childs","New Rochelle / Bronx","NY","USA","0000-00-00","B"
"moffela01","Larry","","Moffett","","","","F","80","210","UNLV","1954-11-05","Mobile","AL","USA","Horace Mann","Gary","IN","USA","0000-00-00","B"
"mogusle01","Leo","","Mogus","","","","F-C","76","190","Youngstown State","1921-04-13","Youngstown","OH","USA","Scienceville","Youngstown","OH","USA","0000-00-00","W"
"mohamna01","Nazr","Tahiru","Mohammed","","","","C","82","221","Kentucky","1977-09-05","Chicago","IL","USA","Kenwood","Chicago","IL","USA","0000-00-00","B"
"moisoje01","Jerome","","Moiso","","","","F","82","232","UCLA","1978-06-15","Paris","","FRA","Milford Academy","Milford","CT","USA","0000-00-00","B"
"mokespa01","Paul","Keen","Mokeski","","","Mo, Speed Bump","C-F","84","250","Kansas","1957-01-03","Spokane","WA","USA","Crespi Carmelite","Encino","CA","USA","0000-00-00","W"
"moliswa01","Wayne","J.","Molis","","","","F","80","230","Lewis","1943-04-17","Chicago","IL","USA","Harrison","Chicago","IL","USA","2002-03-24","W"
"moncrsi01","Sidney","Alvin","Moncrief","","","The Squid, Sir Sid","G","75","180","Arkansas","1957-09-21","Little Rock","AR","USA","Hall","Little Rock","AR","USA","0000-00-00","B"
"moneyer01","Eric","V.","Money","","","","G","72","170","Arizona","1955-02-06","Detroit","MI","USA","Kettering","Detroit","MI","USA","0000-00-00","B"
"moniase01","Sergei","","Monia","","","","F","80","220","none","1983-04-15","Saratov","","RUS","","","","","0000-00-00","W"
"monroro01","Rodney","Eugene","Monroe","","","","G-F","74","170","North Carolina State","1968-04-16","Baltimore","MD","USA","Saint Maria Goretti","Hagerstown","MD","USA","0000-00-00","B"
"montrer01","Eric","Scott","Montross","","","","C","84","270","North Carolina","1971-09-23","Indianapolis","IN","USA","Lawrence North","Indianapolis","IN","USA","0000-00-00","W"
"moorean01","Andre","M.","Moore","","","","F","81","190","Loyola (IL)","1964-07-02","Chicago","IL","USA","Carver","Chicago","IL","USA","0000-00-00","B"
"moorelo01","Lowes","Lee","Moore","","","","G","73","170","West Virginia","1957-05-05","Plymouth","SC","USA","Mount Vernon","Mount Vernon","NY","USA","0000-00-00","B"
"mooreot01","Otto","George","Moore","","","Say No Moore","C-F","83","205","Pan American","1946-08-27","Miami","FL","USA","George Washington Carver","Miami","FL","USA","0000-00-00","B"
"mooretr01","Tracy","Lamont","Moore","","","","G-F","76","200","Tulsa","1965-12-28","Oklahoma City","OK","USA","John Marshall","Oklahoma City","OK","USA","0000-00-00","B"
"morgare01","Rex","","Morgan","","","","G","77","190","Jacksonville","1948-10-27","Charleston","IL","USA","Charleston","Charleston","IL","USA","0000-00-00","W"
"morgeel01","Elmore","Robert","Morgenthaler","","","Elmo","C","81","230","New Mexico Mines","1922-08-03","(ht) Amarillo","TX","USA","Hobbs","Hobbs","NM","USA","1997-11-25","W"
"mornida01","Darren","","Morningstar","","","","C","82","235","Pittsburgh","1969-04-22","Stevenson","WA","USA","Stevenson","Stevenson","WA","USA","0000-00-00","W"
"morriad01","Adam","John","Morrison","","","","F","80","205","Gonzaga","1984-07-19","Casper","WY","USA","Mead","Spokane","WA","USA","0000-00-00","W"
"morrida01","Darius","Aaron","Morris","","","","G","76","190","Michigan","1991-01-03","Los Angeles","CA","USA","Windward School","Los Angeles","CA","USA","0000-00-00","B"
"morriis01","Isaiah","Butch","Morris","","","","F","80","228","Arkansas","1969-04-02","Richmond","VA","USA","Huguenot","Richmond","VA","USA","0000-00-00","B"
"morrijo01","John","Russell","Morrison","","","","G","74","190","Canisius","1945-05-02","(ht) Roselle Park","NJ","USA","Seton Hall Prep","West Orange","NJ","USA","0000-00-00","W"
"morrima02","Marcus","","Morris","","","Mook","F","81","235","Kansas","1989-09-02","Philadelphia","PA","USA","Prep Charter / APEX Academy","Philadelphia / Pennsauken","PA / NJ","USA","0000-00-00","B"
"morrira01","Randolph","Albert","Morris","","","","F","83","260","Kentucky","1986-01-02","Houston","TX","USA","Landmark Christian","Atlanta","GA","USA","0000-00-00","B"
"morrite01","Terence","Darea","Morris","","","","F","81","221","Maryland","1979-01-11","Frederick","MD","USA","Thomas Johnson","Frederick","MD","USA","0000-00-00","B"
"mortodw01","Dwayne","Lamont","Morton","","","","F-G","78","195","Louisville","1971-08-08","Louisville","KY","USA","Central","Louisville","KY","USA","0000-00-00","B"
"mortojo01","John","","Morton","","Jr.","Salt","G","75","180","Seton Hall","1967-05-18","Bronx","NY","USA","Walton","Bronx","NY","USA","0000-00-00","B"
"mortori01","Richard","","Morton","","","","G","75","190","Cal. State - Fullerton","1966-02-02","San Francisco","CA","USA","Balboa","San Francisco","CA","USA","0000-00-00","B"
"moslegl01","Glenn","E.","Mosley","","","","F","80","195","Seton Hall","1955-12-26","Newark","NJ","USA","Irvington Tech","Irvington","NJ","USA","0000-00-00","B"
"mosspe01","Perry","Victor","Moss","","","","G","74","185","Northeastern","1958-11-11","Tucson","AZ","USA","Wilbraham & Munson / Regional","Wilbraham / Amherst","MA","USA","0000-00-00","B"
"motenla01","Lawrence","Edward","Moten","","III","","G","76","185","Syracuse","1972-03-25","Washington","DC","USA","Archbishop Carroll / New Hampton","Washington / New Hampton","DC / NH","USA","0000-00-00","B"
"mottoha01","Hanno","Aleksanteri","Mottola","","","","F","82","245","Utah","1976-09-09","Helsinki","","FIN","Makelanrinne","Helsinki","","FIN","0000-00-00","W"
"mournal01","Alonzo","Harding","Mourning","","Jr.","Zo","C","82","240","Georgetown","1970-02-08","Chesapeake","VA","USA","Indian River","Chesapeake","VA","USA","0000-00-00","B"
"mozgoti01","Timofey","Pavlovich","Mozgov","","","","C","85","250","none","1986-07-16","St. Petersburg","","RUS","","","","","0000-00-00","W"
"mueller01","Erwin","L.","Mueller","","","","C-F","80","230","San Francisco","1944-03-12","Livermore","CA","USA","Livermore","Livermore","CA","USA","0000-00-00","W"
"mundtto01","Todd","","Mundt","","","","C","84","250","Delta State","1970-05-17","Iowa City","IA","USA","Central Merry","Jackson","TN","USA","0000-00-00","W"
"munroge01","George","B.","Munroe","","","","G","71","160","Dartmouth","1922-01-05","Joliet","IL","USA","Joliet","Joliet","IL","USA","0000-00-00","W"
"murdoer01","Eric","Lloyd","Murdock","","","","G","73","190","Providence","1968-06-14","Somerville","NJ","USA","Bridgewater-Raritan","Raritan","NJ","USA","0000-00-00","B"
"muresgh01","Gheorghe","Dumitru","Muresan","","","","C","91","303","Cluj University (ROM)","1971-02-14","Triteni","","ROM","","","","","0000-00-00","W"
"murphal01","Allen","","Murphy","","","","G-F","76.5","190","Louisville","1952-07-15","Birmingham","AL","USA","Parker","Birmingham","AL","USA","0000-00-00","B"
"murphca01","Calvin","Jerome","Murphy","","","Cal","G","69","165","Niagara","1948-05-09","Norwalk","CT","USA","Norwalk","Norwalk","CT","USA","0000-00-00","B"
"murphja01","Jay","Dennis","Murphy","","","","F","81","220","Boston College","1962-06-26","Meriden","CT","USA","Maloney","Meriden","CT","USA","0000-00-00","W"
"murphjo01","John","Francis","Murphy","","","Moe","F","74","175","none","1924-09-13","","","","Simon Gratz","Philadelphia","PA","USA","2003-01-29","W"
"murphto01","Tod","James","Murphy","","","","C-F","81","220","California-Irvine","1963-12-24","Long Beach","CA","USA","Lakewood","Lakewood","CA","USA","0000-00-00","W"
"murphtr01","Troy","Brandon","Murphy","","","","F","83","245","Notre Dame","1980-05-02","Sparta","NJ","USA","Delbarton","Northern Hills","NJ","USA","0000-00-00","W"
"murrala01","Lamond","Maurice","Murray","","","","F-G","79","236","California","1973-04-20","Pasadena","CA","USA","John Kennedy","Fremont","CA","USA","0000-00-00","B"
"murraro01","Ronald","","Murray","","","Flip, Ron","G","76","190","Shaw","1979-07-29","Philadelphia","PA","USA","Strawberry Mansion","Philadelphia","PA","USA","0000-00-00","B"
"murratr01","Tracy","Lamonte","Murray","","","","F","79","225","UCLA","1971-07-25","Los Angeles","CA","USA","Glendora","Glendora","CA","USA","0000-00-00","B"
"murredo01","Dorie","S.","Murrey","","","","F-C","80","215","Detroit","1943-09-07","Detroit","MI","USA","Cass Tech","Detroit","MI","USA","0000-00-00","B"
"murrewi01","Willie","Vernon","Murrell","","","","F","78","225","Kansas State","1941-09-13","Taft","OK","USA","Moton","Taft","OK","USA","0000-00-00","B"
"musian01","Angelo","","Musi","","Jr.","Tony, Ange","G","69","145","Temple","1918-07-25","Philadelphia","PA","USA","Overbrook / Brown Prep","Philadelphia","PA","USA","2009-10-19","W"
"mutomdi01","Dikembe","M.M.M.J.J.W.","Mutombo","","","","C","86","245","Georgetown","1966-06-25","Kinshasa","","ZAI","Institute Boboto","Kinshasa","","ZAI","0000-00-00","B"
"muursma01","Martin","","Muursepp","","","","F","81","235","none","1974-09-26","Tallinn","","EST","49th ","Talinn","","EST","0000-00-00","W"
"nachabo01","Boris","Alexander","Nachamkin","","","","F","78","210","NYU","1933-12-06","","","","Thomas Jefferson","Brooklyn","NY","USA","0000-00-00","W"
"nailole01","Lee","","Nailon","","","","F","80","234","Texas Christian","1975-02-22","South Bend","IN","USA","Clay","South Bend","IN","USA","0000-00-00","B"
"najered01","Eduardo","Alonso","Najera","","","","F","80","234","Oklahoma","1976-07-11","Meoqui, Chihuahua","","MEX","Cornerstone Christian Academy","San Antonio","TX","USA","0000-00-00","W"
"nancela01","Larry","Donell","Nance","","","","F-C","82","205","Clemson","1959-02-12","Anderson","SC","USA","McDuffie","Anderson","SC","USA","0000-00-00","B"
"napolpa01","Paul","Wally","Napolitano","","","","F-G","74","185","San Francisco","1923-02-03","","","","McClymonds","Oakland","CA","USA","1997-06-22","W"
"natersw01","Swen","Eric","Nater","Swen Langeberg at J.C.","","The Dutchman","C","83","240","UCLA","1950-01-14","Denhelder","","HOL","Wilson (DNP)","Long Beach","CA","USA","0000-00-00","W"
